timestamp,location_id,vehicle_count,avg_speed,weather,day_of_week,is_holiday,event,sensor_status,road_condition,target_congestion_level
2023-01-03 14:45:00,ENT002,11.0,19.74192126888623,Rainy,Wednesday,1.0,Accident,FAIL,Poor,4.0
2023-01-03 15:00:00,GUL004,24.0,29.291475813155614,Foggy,Saturday,1.0,Accident,UNKNOWN,Good,2.0
2023-01-03 15:15:00,KLA001,15.0,59.114190871397234,Foggy,Thursday,0.0,Parade,UNKNOWN,Good,0.0
2023-01-03 15:45:00,ENT002,22.0,41.89479821221081,Rainy,Sunday,1.0,None,FAIL,Good,3.0
2023-01-03 16:00:00,KLA001,19.0,50.07443973195198,Rainy,Wednesday,1.0,Parade,FAIL,Poor,4.0
2023-01-03 16:15:00,GUL004,20.0,27.450773319977074,Snowy,Wednesday,0.0,Accident,UNKNOWN,Good,1.0
2023-01-03 16:30:00,ENT002,13.0,41.84710474781083,Foggy,Saturday,1.0,None,FAIL,Good,3.0
2023-01-03 16:45:00,MBR003,20.0,49.37915537510655,Foggy,Thursday,0.0,Marathon,UNKNOWN,Moderate,4.0
2023-01-03 17:00:00,KLA001,17.0,40.1249932190725,Snowy,Friday,1.0,Marathon,FAIL,Moderate,4.0
2023-01-03 17:15:00,GUL004,16.0,68.68403055666768,Rainy,Saturday,0.0,Accident,FAIL,Moderate,0.0
2023-01-03 17:30:00,GUL004,14.0,23.314007411218046,Foggy,Monday,0.0,None,UNKNOWN,Poor,1.0
2023-01-03 17:45:00,MBR003,21.0,50.58728529883879,Snowy,Tuesday,1.0,Parade,FAIL,Poor,4.0
2023-01-03 18:00:00,MBR003,24.0,38.27198262603535,Snowy,Thursday,1.0,Parade,UNKNOWN,Good,4.0
2023-01-03 18:30:00,KLA001,21.0,44.41307151699246,Foggy,Sunday,1.0,None,OK,Good,0.0
2023-01-03 18:45:00,MBR003,19.0,32.668438028900034,Rainy,Thursday,1.0,Marathon,OK,Good,2.0
2023-01-03 19:00:00,GUL004,17.0,42.2899639245934,Rainy,Saturday,1.0,Parade,UNKNOWN,Moderate,0.0
2023-01-03 19:15:00,ENT002,22.0,21.420985486017127,Snowy,Thursday,1.0,Accident,OK,Good,2.0
2023-01-03 19:30:00,ENT002,21.0,46.032475005713934,Snowy,Sunday,1.0,Parade,FAIL,Moderate,1.0
2023-01-03 19:45:00,GUL004,13.0,42.98158465990526,Rainy,Friday,0.0,Marathon,UNKNOWN,Good,1.0
2023-01-03 20:00:00,GUL004,16.0,46.38660168643102,Snowy,Sunday,1.0,None,FAIL,Moderate,4.0
2023-01-03 20:15:00,MBR003,15.0,50.581183250871504,Snowy,Wednesday,1.0,Parade,OK,Good,1.0
2023-01-03 20:30:00,KLA001,12.0,43.67619840209711,Rainy,Sunday,1.0,None,UNKNOWN,Moderate,4.0
2023-01-03 20:45:00,GUL004,13.0,41.480894197982764,Foggy,Monday,0.0,Parade,UNKNOWN,Good,0.0
2023-01-03 21:00:00,MBR003,25.0,31.18931663338708,Snowy,Friday,1.0,Accident,UNKNOWN,Poor,1.0
2023-01-03 21:15:00,MBR003,15.0,32.87779236350949,Foggy,Sunday,0.0,Accident,OK,Good,0.0
2023-01-03 21:30:00,KLA001,28.0,51.86734620177331,Snowy,Tuesday,1.0,Parade,UNKNOWN,Moderate,0.0
2023-01-03 21:45:00,KLA001,21.0,54.36335405705979,Snowy,Monday,0.0,Parade,OK,Moderate,1.0
2023-01-03 22:00:00,GUL004,24.0,37.61889563687946,Snowy,Wednesday,1.0,None,FAIL,Poor,0.0
2023-01-03 22:15:00,GUL004,18.0,40.460027472532744,Clear,Saturday,0.0,None,FAIL,Good,1.0
2023-01-03 22:30:00,ENT002,20.0,30.953856250062337,Foggy,Friday,0.0,Marathon,OK,Good,1.0
2023-01-03 22:45:00,MBR003,14.0,51.72756845267445,Foggy,Thursday,1.0,Marathon,UNKNOWN,Good,1.0
2023-01-03 23:00:00,ENT002,17.0,46.65416823691778,Snowy,Tuesday,1.0,Parade,OK,Moderate,2.0
2023-01-03 23:15:00,GUL004,15.0,59.412174364637494,Rainy,Sunday,1.0,Accident,UNKNOWN,Good,0.0
2023-01-03 23:30:00,ENT002,20.0,31.21676922820261,Snowy,Sunday,0.0,Marathon,FAIL,Poor,3.0
2023-01-03 23:45:00,MBR003,18.0,36.21992100981783,Clear,Friday,1.0,Marathon,OK,Poor,1.0
2023-01-04 00:00:00,GUL004,17.0,42.314459225255725,Snowy,Friday,0.0,Accident,UNKNOWN,Good,0.0
2023-01-04 00:15:00,GUL004,16.0,46.464895377257704,Clear,Monday,1.0,None,FAIL,Good,4.0
2023-01-04 00:30:00,KLA001,24.0,37.84332362452368,Snowy,Tuesday,0.0,None,OK,Good,1.0
2023-01-04 00:45:00,KLA001,20.0,31.270389095462995,Foggy,Tuesday,1.0,None,OK,Poor,1.0
2023-01-04 01:00:00,ENT002,18.0,48.81407528923571,Snowy,Sunday,1.0,Parade,FAIL,Good,3.0
2023-01-04 01:15:00,KLA001,14.0,47.211353625455814,Foggy,Tuesday,0.0,Parade,UNKNOWN,Moderate,2.0
2023-01-04 01:30:00,ENT002,29.0,30.83725899436275,Rainy,Sunday,0.0,None,FAIL,Poor,2.0
2023-01-04 02:00:00,KLA001,16.0,51.70198709196604,Snowy,Tuesday,1.0,None,UNKNOWN,Moderate,0.0
2023-01-04 02:15:00,KLA001,15.0,41.34296497247793,Snowy,Monday,1.0,None,OK,Moderate,4.0
2023-01-04 02:30:00,MBR003,22.0,40.79597862376036,Rainy,Thursday,0.0,Parade,OK,Moderate,4.0
2023-01-04 02:45:00,ENT002,18.0,45.540577711159074,Clear,Monday,1.0,Accident,FAIL,Moderate,0.0
2023-01-04 03:00:00,KLA001,18.0,31.38296929743742,Rainy,Wednesday,0.0,Marathon,FAIL,Poor,1.0
2023-01-04 03:15:00,KLA001,19.0,40.30031479164082,Rainy,Saturday,0.0,Accident,FAIL,Moderate,4.0
2023-01-04 03:30:00,MBR003,19.0,18.4761645539082,Clear,Tuesday,1.0,Parade,FAIL,Moderate,2.0
2023-01-04 03:45:00,ENT002,23.0,48.76455645502936,Rainy,Wednesday,0.0,Marathon,FAIL,Moderate,0.0
2023-01-04 04:00:00,GUL004,18.0,24.385067775581405,Rainy,Wednesday,0.0,Parade,FAIL,Poor,3.0
2023-01-04 04:15:00,GUL004,27.0,55.03419828428999,Clear,Sunday,0.0,None,OK,Moderate,1.0
2023-01-04 04:45:00,KLA001,22.0,37.88333018068823,Foggy,Friday,0.0,Parade,OK,Good,4.0
2023-01-04 05:00:00,ENT002,15.0,33.72266093915494,Snowy,Thursday,0.0,None,UNKNOWN,Moderate,1.0
2023-01-04 05:15:00,MBR003,16.0,37.11961126077924,Foggy,Saturday,0.0,Parade,FAIL,Poor,2.0
2023-01-04 05:30:00,GUL004,18.0,54.18531345148037,Clear,Monday,0.0,Accident,OK,Moderate,1.0
2023-01-04 05:45:00,ENT002,14.0,15.121913434649205,Rainy,Saturday,1.0,Parade,FAIL,Moderate,1.0
2023-01-04 06:00:00,ENT002,24.0,52.769653860881874,Clear,Monday,0.0,Accident,FAIL,Poor,2.0
2023-01-04 06:15:00,ENT002,16.0,43.38023481101708,Rainy,Tuesday,0.0,Parade,OK,Good,2.0
2023-01-04 06:30:00,MBR003,23.0,27.929783521427844,Foggy,Wednesday,0.0,None,OK,Moderate,1.0
2023-01-04 06:45:00,MBR003,23.0,29.24687606950762,Foggy,Thursday,0.0,Accident,UNKNOWN,Moderate,2.0
2023-01-04 07:00:00,MBR003,16.0,56.763930272082035,Foggy,Friday,1.0,Accident,FAIL,Good,0.0
2023-01-04 07:15:00,KLA001,21.0,30.544931200572687,Rainy,Thursday,0.0,None,OK,Good,2.0
2023-01-04 08:00:00,GUL004,20.0,43.385528762859146,Snowy,Thursday,1.0,Parade,FAIL,Moderate,0.0
2023-01-04 08:15:00,MBR003,28.0,30.620744234636014,Clear,Friday,1.0,Accident,OK,Poor,3.0
2023-01-04 08:30:00,ENT002,23.0,42.16624975404619,Clear,Friday,1.0,Parade,OK,Good,3.0
2023-01-04 08:45:00,ENT002,21.0,29.742473163597225,Rainy,Wednesday,1.0,Accident,FAIL,Good,4.0
2023-01-04 09:15:00,KLA001,28.0,50.61370964873134,Rainy,Tuesday,0.0,Parade,UNKNOWN,Good,2.0
2023-01-04 09:30:00,ENT002,19.0,45.32006198821943,Foggy,Sunday,1.0,Accident,FAIL,Poor,0.0
2023-01-04 09:45:00,ENT002,26.0,43.61661061247017,Rainy,Wednesday,1.0,Parade,UNKNOWN,Moderate,3.0
2023-01-04 10:00:00,MBR003,21.0,57.61188124867374,Clear,Saturday,0.0,Marathon,FAIL,Poor,4.0
2023-01-04 10:15:00,GUL004,10.0,39.996863273882255,Foggy,Sunday,0.0,Marathon,FAIL,Good,0.0
2023-01-04 11:00:00,GUL004,20.0,60.86047049537114,Snowy,Wednesday,1.0,Parade,UNKNOWN,Poor,4.0
2023-01-04 11:15:00,GUL004,18.0,29.85240506814148,Clear,Monday,0.0,None,UNKNOWN,Poor,1.0
2023-01-04 11:30:00,MBR003,23.0,36.38537233306014,Clear,Thursday,1.0,None,OK,Poor,3.0
2023-01-04 11:45:00,KLA001,16.0,44.16446038101453,Snowy,Monday,1.0,Marathon,OK,Moderate,4.0
2023-01-04 12:00:00,ENT002,14.0,39.46095150994261,Clear,Tuesday,0.0,Parade,UNKNOWN,Poor,0.0
2023-01-04 12:15:00,MBR003,20.0,30.176964196226855,Snowy,Sunday,1.0,None,UNKNOWN,Moderate,1.0
2023-01-04 12:30:00,KLA001,27.0,51.21857856230471,Snowy,Friday,0.0,Accident,FAIL,Poor,4.0
2023-01-04 12:45:00,ENT002,21.0,63.20040722017259,Foggy,Sunday,1.0,Accident,FAIL,Good,4.0
2023-01-04 13:00:00,KLA001,14.0,41.96131459023907,Foggy,Tuesday,1.0,Accident,UNKNOWN,Good,2.0
2023-01-04 13:15:00,MBR003,20.0,30.959317102639996,Rainy,Sunday,0.0,???,FAIL,Poor,3.0
2023-01-04 13:30:00,GUL004,16.0,24.51039474946525,Foggy,Tuesday,0.0,Marathon,OK,Moderate,2.0
2023-01-04 13:45:00,KLA001,16.0,42.57975981221181,Snowy,Saturday,0.0,Parade,UNKNOWN,Good,1.0
2023-01-04 14:00:00,GUL004,21.0,51.038773433162575,Rainy,Tuesday,1.0,Marathon,FAIL,Poor,4.0
2023-01-04 14:30:00,GUL004,20.0,39.97596159081146,Snowy,Tuesday,1.0,Parade,UNKNOWN,Good,3.0
2023-01-04 14:45:00,KLA001,19.0,34.107283482106936,Rainy,Wednesday,1.0,Parade,UNKNOWN,Poor,1.0
2023-01-04 15:00:00,KLA001,15.0,29.0783636728191,Foggy,Saturday,1.0,None,UNKNOWN,Moderate,0.0
2023-01-04 15:15:00,KLA001,18.0,48.34751326324882,Snowy,Thursday,0.0,Accident,FAIL,Poor,2.0
2023-01-04 15:30:00,MBR003,22.0,49.13771621385585,Rainy,Friday,1.0,Accident,FAIL,Moderate,1.0
2023-01-04 15:45:00,ENT002,23.0,24.542702133092668,Clear,Monday,0.0,Parade,OK,Good,0.0
2023-01-04 16:00:00,ENT002,16.0,55.89838978180684,Snowy,Sunday,1.0,Accident,FAIL,Poor,2.0
2023-01-04 16:15:00,ENT002,24.0,45.74071220894001,Snowy,Sunday,1.0,Accident,FAIL,Moderate,1.0
2023-01-04 16:30:00,KLA001,22.0,53.99594645145793,Rainy,Sunday,1.0,Marathon,UNKNOWN,Moderate,1.0
2023-01-04 16:45:00,KLA001,13.0,26.578722515148847,Rainy,Saturday,1.0,None,OK,Poor,2.0
2023-01-04 17:00:00,MBR003,25.0,26.341758445845613,Foggy,Monday,0.0,Accident,UNKNOWN,Poor,1.0
2023-01-04 17:15:00,MBR003,22.0,38.51030690232703,Foggy,Thursday,1.0,Parade,FAIL,Good,4.0
2023-01-04 17:30:00,GUL004,17.0,45.02784426895194,Snowy,Tuesday,1.0,Parade,UNKNOWN,Moderate,2.0
2023-01-04 17:45:00,GUL004,16.0,57.96360822926964,Clear,Saturday,0.0,Marathon,FAIL,Moderate,1.0
2023-01-04 18:00:00,MBR003,15.0,47.060789138151314,Foggy,Tuesday,1.0,Accident,UNKNOWN,Moderate,0.0
2023-01-04 18:15:00,MBR003,19.0,37.573187231879665,Clear,Friday,1.0,Parade,OK,Poor,0.0
2023-01-04 18:30:00,GUL004,25.0,29.73630792334108,Rainy,Sunday,1.0,Parade,OK,Poor,4.0
2023-01-04 18:45:00,MBR003,17.0,52.300005727191504,Rainy,Monday,1.0,None,UNKNOWN,Good,2.0
2023-01-04 19:00:00,MBR003,21.0,30.35294574249285,Foggy,Tuesday,1.0,Accident,OK,Poor,1.0
2023-01-04 19:15:00,GUL004,22.0,56.284685547723214,Snowy,Wednesday,1.0,None,UNKNOWN,Moderate,1.0
2023-01-04 19:30:00,KLA001,21.0,37.15615350393491,Rainy,Friday,0.0,None,UNKNOWN,Moderate,0.0
2023-01-04 20:00:00,MBR003,26.0,46.78931290059278,Snowy,Wednesday,0.0,None,FAIL,Good,0.0
2023-01-04 20:15:00,MBR003,19.0,38.63004510557542,Foggy,Saturday,0.0,Accident,UNKNOWN,Poor,0.0
2023-01-04 20:30:00,GUL004,17.0,34.806036281738734,Rainy,Saturday,1.0,Accident,UNKNOWN,Good,4.0
2023-01-04 20:45:00,KLA001,22.0,36.5909212265392,Foggy,Saturday,0.0,Accident,OK,Poor,2.0
2023-01-04 21:00:00,MBR003,15.0,44.283166923752376,Snowy,Wednesday,1.0,None,UNKNOWN,Poor,1.0
2023-01-04 21:15:00,KLA001,14.0,40.771564962177166,Snowy,Thursday,1.0,Accident,UNKNOWN,Poor,2.0
2023-01-04 21:30:00,ENT002,17.0,34.06188591931295,Snowy,Thursday,0.0,Accident,OK,Poor,3.0
2023-01-04 21:45:00,GUL004,22.0,38.34368589682368,Clear,Sunday,0.0,Parade,OK,Good,3.0
2023-01-04 22:00:00,ENT002,16.0,40.7857702971915,Snowy,Wednesday,0.0,None,UNKNOWN,Good,3.0
2023-01-04 22:15:00,ENT002,26.0,18.71265905585188,Snowy,Thursday,1.0,None,UNKNOWN,Moderate,4.0
2023-01-04 22:45:00,GUL004,19.0,30.20278775283193,Clear,Tuesday,0.0,Parade,OK,Moderate,2.0
2023-01-04 23:00:00,KLA001,20.0,28.46667596794255,Clear,Thursday,1.0,Parade,UNKNOWN,Poor,1.0
2023-01-04 23:15:00,ENT002,15.0,23.1265565288929,Foggy,Wednesday,1.0,Marathon,UNKNOWN,Poor,3.0
2023-01-04 23:30:00,GUL004,12.0,22.0610750213211,Snowy,Saturday,0.0,Marathon,OK,Moderate,2.0
2023-01-04 23:45:00,MBR003,16.0,26.44552496887711,Rainy,Friday,1.0,Parade,FAIL,Good,3.0
2023-01-05 00:00:00,ENT002,17.0,32.9097904236951,Foggy,Sunday,1.0,None,UNKNOWN,Moderate,3.0
2023-01-05 00:15:00,KLA001,23.0,59.53259137526568,Snowy,Friday,1.0,None,OK,Good,1.0
2023-01-05 00:30:00,ENT002,21.0,34.74120324104796,???,Thursday,1.0,Accident,OK,Moderate,4.0
2023-01-05 00:45:00,GUL004,23.0,41.777501062680315,Snowy,Friday,0.0,Marathon,UNKNOWN,Poor,0.0
2023-01-05 01:15:00,MBR003,20.0,41.31065186215849,Rainy,Monday,0.0,Accident,OK,Good,2.0
2023-01-05 01:30:00,GUL004,18.0,39.225565392740066,Rainy,Friday,0.0,None,OK,Good,4.0
2023-01-05 01:45:00,ENT002,13.0,28.04706236400755,Rainy,Saturday,0.0,Accident,FAIL,Good,2.0
2023-01-05 02:00:00,MBR003,23.0,54.50927548279212,Foggy,Sunday,0.0,Accident,OK,Good,2.0
2023-01-05 02:15:00,???,23.0,58.07196643637885,Rainy,Sunday,1.0,Parade,OK,Poor,0.0
2023-01-05 02:30:00,MBR003,16.0,23.173413058773143,Foggy,Wednesday,1.0,Accident,UNKNOWN,Poor,1.0
2023-01-05 02:45:00,GUL004,24.0,29.759714091136203,Snowy,Friday,0.0,Parade,UNKNOWN,Good,0.0
2023-01-05 03:00:00,GUL004,17.0,37.20189657622994,Foggy,Saturday,1.0,Marathon,FAIL,Good,4.0
2023-01-05 03:15:00,MBR003,18.0,30.354622050898087,Foggy,Friday,1.0,Accident,OK,Moderate,2.0
2023-01-05 03:30:00,MBR003,28.0,45.05965553455865,Rainy,Friday,1.0,None,UNKNOWN,Poor,3.0
2023-01-05 03:45:00,ENT002,30.0,32.71727797593387,Rainy,Wednesday,1.0,None,UNKNOWN,Good,3.0
2023-01-05 04:00:00,KLA001,15.0,61.65056067806603,Clear,Wednesday,1.0,Accident,FAIL,Good,2.0
2023-01-05 04:15:00,MBR003,26.0,51.90548594343596,Foggy,Saturday,???,Marathon,FAIL,Moderate,0.0
2023-01-05 04:30:00,KLA001,24.0,42.12574030632215,Snowy,Monday,1.0,None,UNKNOWN,Moderate,1.0
2023-01-05 04:45:00,GUL004,16.0,50.26986263319732,Clear,Thursday,0.0,Marathon,OK,Moderate,0.0
2023-01-05 05:00:00,GUL004,29.0,51.059004243573085,Clear,Monday,1.0,Accident,FAIL,Good,2.0
2023-01-05 05:15:00,MBR003,15.0,34.36052511941757,Clear,Wednesday,0.0,Marathon,OK,Poor,2.0
2023-01-05 05:30:00,MBR003,27.0,31.83782755458035,Rainy,Wednesday,1.0,Parade,FAIL,Moderate,???
2023-01-05 05:45:00,KLA001,23.0,40.78143062969647,Rainy,Saturday,0.0,None,FAIL,Poor,4.0
2023-01-05 06:00:00,KLA001,29.0,48.616361244979444,Rainy,Wednesday,0.0,Marathon,OK,Moderate,4.0
2023-01-05 06:15:00,GUL004,17.0,41.390603986534174,Snowy,Sunday,1.0,None,FAIL,Poor,1.0
2023-01-05 06:30:00,ENT002,16.0,24.230035178090027,Foggy,Wednesday,1.0,Marathon,OK,Good,4.0
2023-01-05 06:45:00,GUL004,12.0,31.971755560491577,Clear,Wednesday,1.0,None,UNKNOWN,Poor,3.0
2023-01-05 07:00:00,ENT002,18.0,39.26027136405622,Rainy,Saturday,1.0,None,FAIL,Good,4.0
2023-01-05 07:15:00,MBR003,11.0,39.2433439567417,Foggy,Saturday,1.0,Accident,FAIL,Poor,4.0
2023-01-05 07:30:00,ENT002,20.0,59.725421767898084,Clear,Saturday,0.0,Marathon,FAIL,Poor,4.0
2023-01-05 07:45:00,MBR003,17.0,26.14012057601002,Foggy,Wednesday,1.0,Accident,OK,Poor,3.0
2023-01-05 08:00:00,GUL004,26.0,45.055892418358745,Clear,Tuesday,1.0,None,OK,Moderate,4.0
2023-01-05 08:15:00,MBR003,16.0,54.8911310832829,Foggy,Tuesday,1.0,Marathon,OK,Good,3.0
2023-01-05 08:30:00,KLA001,26.0,62.71449745422796,Rainy,Friday,0.0,Marathon,UNKNOWN,Poor,1.0
2023-01-05 08:45:00,MBR003,26.0,35.95602576816039,Foggy,Sunday,0.0,Parade,OK,Moderate,0.0
2023-01-05 09:00:00,KLA001,24.0,44.914294527201996,Foggy,Tuesday,1.0,None,FAIL,Good,1.0
2023-01-05 09:15:00,GUL004,20.0,45.69760357198647,Clear,Monday,1.0,Parade,OK,Poor,0.0
2023-01-05 09:30:00,KLA001,24.0,41.95481731553291,Foggy,Sunday,1.0,Parade,OK,Poor,1.0
2023-01-05 09:45:00,ENT002,19.0,39.01154798760694,Snowy,Sunday,0.0,Marathon,FAIL,Good,0.0
2023-01-05 10:00:00,MBR003,16.0,44.35975389500046,Clear,Sunday,0.0,Parade,OK,Poor,0.0
2023-01-05 10:15:00,KLA001,18.0,14.677539147803145,Foggy,Sunday,0.0,None,OK,Moderate,2.0
2023-01-05 10:30:00,KLA001,???,46.820694900626314,Snowy,Friday,1.0,Accident,FAIL,Moderate,0.0
2023-01-05 10:45:00,GUL004,9.0,41.26177903661967,Clear,Thursday,0.0,Parade,FAIL,Poor,0.0
2023-01-05 11:00:00,MBR003,18.0,37.77525103221735,Rainy,Saturday,1.0,Parade,UNKNOWN,Poor,2.0
2023-01-05 11:15:00,KLA001,24.0,60.46862195719558,Clear,Wednesday,1.0,Marathon,OK,Poor,4.0
2023-01-05 11:30:00,GUL004,19.0,33.250659812094476,Clear,Saturday,1.0,Marathon,OK,Poor,4.0
2023-01-05 11:45:00,MBR003,29.0,35.96924010934969,Foggy,Tuesday,1.0,Marathon,UNKNOWN,Moderate,2.0
2023-01-05 12:00:00,KLA001,21.0,59.91553302204734,Snowy,Saturday,1.0,Accident,FAIL,Poor,3.0
2023-01-05 12:15:00,KLA001,29.0,31.679386951501435,Clear,Monday,1.0,Marathon,OK,Poor,0.0
2023-01-05 12:30:00,MBR003,21.0,34.49884717063461,Clear,Saturday,1.0,None,OK,Poor,0.0
2023-01-05 12:45:00,ENT002,16.0,38.5297457656915,Clear,Thursday,1.0,None,UNKNOWN,Moderate,2.0
2023-01-05 13:00:00,MBR003,16.0,48.407344821295496,Foggy,Wednesday,1.0,Marathon,OK,Good,2.0
2023-01-05 13:15:00,MBR003,24.0,42.078025073533134,Clear,Wednesday,1.0,Marathon,FAIL,Good,3.0
2023-01-05 13:30:00,ENT002,19.0,27.073746528477372,Snowy,Thursday,0.0,Accident,FAIL,Moderate,4.0
2023-01-05 13:45:00,KLA001,23.0,34.6783143687281,Foggy,Thursday,0.0,Accident,OK,Good,1.0
2023-01-05 14:00:00,MBR003,25.0,33.92645566787789,Rainy,Thursday,0.0,None,FAIL,Moderate,4.0
2023-01-05 14:15:00,ENT002,16.0,39.22778954776955,Rainy,Saturday,0.0,Accident,OK,Good,0.0
2023-01-05 14:30:00,ENT002,21.0,44.25843658629829,Foggy,Monday,0.0,Marathon,FAIL,Good,2.0
2023-01-05 14:45:00,GUL004,???,44.18205755887972,Snowy,Friday,1.0,Accident,FAIL,Good,3.0
2023-01-05 15:00:00,KLA001,17.0,22.23988245951598,Foggy,,0.0,Marathon,FAIL,Moderate,4.0
2023-01-05 15:30:00,ENT002,13.0,42.52568845996623,Foggy,Sunday,0.0,Parade,OK,Poor,4.0
2023-01-05 15:45:00,KLA001,18.0,53.84532047593906,Foggy,Tuesday,1.0,Accident,OK,Good,0.0
2023-01-05 16:00:00,GUL004,23.0,44.44198327290672,Clear,Wednesday,0.0,None,OK,Poor,1.0
2023-01-05 16:15:00,MBR003,12.0,51.01322957735762,Rainy,Saturday,0.0,None,OK,Good,3.0
2023-01-05 16:30:00,ENT002,22.0,44.66545311450127,Snowy,Saturday,0.0,Accident,UNKNOWN,Poor,3.0
2023-01-05 16:45:00,GUL004,25.0,53.46225756202748,Clear,Tuesday,1.0,Parade,UNKNOWN,Moderate,1.0
2023-01-05 17:00:00,GUL004,20.0,45.22250636017779,Rainy,Saturday,,Marathon,OK,Good,3.0
2023-01-05 17:15:00,GUL004,25.0,39.02084753557096,Foggy,Friday,0.0,None,FAIL,Moderate,3.0
2023-01-05 17:30:00,KLA001,22.0,62.72434720446881,Rainy,Saturday,1.0,None,UNKNOWN,Moderate,4.0
2023-01-05 17:45:00,MBR003,17.0,48.89037122279892,Rainy,Sunday,0.0,Parade,UNKNOWN,Poor,4.0
2023-01-05 18:00:00,MBR003,24.0,45.73744421004413,Clear,Thursday,0.0,Marathon,FAIL,Poor,1.0
2023-01-05 18:15:00,MBR003,23.0,27.23695583461664,Clear,Saturday,1.0,None,OK,Good,0.0
2023-01-05 18:30:00,ENT002,22.0,27.116923825364623,Snowy,Wednesday,0.0,Parade,FAIL,Moderate,3.0
2023-01-05 18:45:00,GUL004,15.0,42.92715482141853,Foggy,Friday,0.0,Accident,OK,Good,0.0
2023-01-05 19:00:00,MBR003,26.0,41.45521197768241,Foggy,Wednesday,1.0,Parade,FAIL,Poor,1.0
2023-01-05 19:15:00,ENT002,25.0,33.858774349916835,Foggy,Sunday,1.0,Parade,???,Poor,1.0
2023-01-05 19:30:00,ENT002,18.0,41.4098269961206,Rainy,Tuesday,0.0,None,UNKNOWN,Good,4.0
2023-01-05 19:45:00,MBR003,15.0,55.886269280435954,Rainy,Sunday,0.0,Marathon,FAIL,Moderate,3.0
2023-01-05 20:00:00,ENT002,25.0,46.954024745502984,Foggy,Saturday,1.0,Accident,OK,Moderate,2.0
2023-01-05 20:15:00,GUL004,22.0,28.589914902472618,Snowy,Friday,1.0,Parade,FAIL,Moderate,1.0
2023-01-05 20:30:00,ENT002,22.0,38.884911728570565,Rainy,Tuesday,0.0,Accident,OK,Moderate,3.0
2023-01-05 20:45:00,MBR003,24.0,31.95033519147439,,Wednesday,0.0,Marathon,FAIL,Poor,0.0
2023-01-05 21:00:00,MBR003,24.0,36.12300083591439,Rainy,Monday,0.0,Accident,UNKNOWN,Good,4.0
2023-01-05 21:15:00,KLA001,32.0,35.86384334370357,Clear,Thursday,0.0,Accident,OK,Poor,0.0
2023-01-05 21:30:00,MBR003,23.0,35.22354417395995,Clear,Tuesday,0.0,None,OK,Poor,1.0
2023-01-05 22:00:00,ENT002,18.0,38.7234531848181,Clear,Wednesday,1.0,Parade,UNKNOWN,Poor,0.0
2023-01-05 22:15:00,GUL004,23.0,34.3939236315269,Rainy,Saturday,1.0,None,UNKNOWN,Good,1.0
2023-01-05 22:30:00,GUL004,24.0,10.70551309997732,Rainy,Sunday,1.0,None,UNKNOWN,Good,3.0
2023-01-05 22:45:00,KLA001,20.0,60.529720245016634,Clear,Friday,1.0,Parade,OK,Moderate,1.0
2023-01-05 23:00:00,ENT002,22.0,50.88769654216672,Clear,Sunday,1.0,Marathon,OK,Good,4.0
2023-01-05 23:15:00,GUL004,19.0,36.23699275075004,Clear,Tuesday,0.0,Accident,UNKNOWN,Poor,3.0
2023-01-05 23:30:00,MBR003,15.0,40.188190497405984,Foggy,Saturday,0.0,Marathon,UNKNOWN,Moderate,2.0
2023-01-05 23:45:00,MBR003,23.0,28.28345652682438,Clear,Wednesday,1.0,Marathon,OK,Moderate,1.0
2023-01-06 00:00:00,GUL004,12.0,56.95722877810866,Rainy,Saturday,1.0,Accident,FAIL,Good,1.0
2023-01-06 00:15:00,MBR003,22.0,58.97288694773111,Clear,Monday,1.0,Accident,UNKNOWN,Moderate,4.0
2023-01-06 00:30:00,GUL004,30.0,41.56693728246525,Foggy,Tuesday,1.0,Accident,FAIL,Good,4.0
2023-01-06 00:45:00,GUL004,19.0,50.235306441853446,Foggy,Wednesday,1.0,Marathon,FAIL,Moderate,0.0
2023-01-06 01:00:00,GUL004,19.0,41.75286778933924,Rainy,Tuesday,0.0,Parade,OK,Poor,0.0
2023-01-06 01:15:00,GUL004,19.0,26.632745611240694,Rainy,Saturday,0.0,Marathon,UNKNOWN,Moderate,0.0
2023-01-06 01:30:00,GUL004,27.0,35.881766310363425,Clear,Sunday,1.0,Parade,UNKNOWN,Good,4.0
2023-01-06 01:45:00,KLA001,16.0,41.31927966771957,Rainy,Wednesday,1.0,Marathon,OK,Poor,0.0
2023-01-06 02:00:00,KLA001,22.0,35.45452281256556,Snowy,Thursday,1.0,Parade,OK,Moderate,0.0
2023-01-06 02:15:00,GUL004,26.0,37.81346722564964,Rainy,Sunday,1.0,Accident,FAIL,Good,2.0
2023-01-06 02:30:00,KLA001,33.0,39.08600442490886,Snowy,Wednesday,1.0,Marathon,UNKNOWN,Poor,0.0
2023-01-06 02:45:00,ENT002,24.0,39.191215021345386,Snowy,Wednesday,0.0,Marathon,OK,Poor,1.0
2023-01-06 03:00:00,MBR003,14.0,40.522584904974835,Rainy,Wednesday,1.0,None,OK,Poor,4.0
2023-01-06 03:15:00,ENT002,28.0,29.39394933603399,Snowy,Friday,0.0,Parade,UNKNOWN,Good,3.0
2023-01-06 03:30:00,MBR003,24.0,32.82983850872064,Rainy,Wednesday,0.0,Marathon,FAIL,Poor,2.0
